Year,Month ,Week ,Ex1_name ,Ex1_rep ,Ex1_coments ,Ex2_name ,Ex2_rep ,Ex2_coments ,Ex3_name ,Ex3_rep ,Ex3_coments ,Ex4_name ,Ex4_rep ,Ex4_coments ,Ex5_name ,Ex5_rep ,Ex5_coments ,Ex6_name ,Ex6_rep ,Ex6_coments ,Ex7_name ,Ex7_rep ,Ex7_coments ,Ex8_name ,Ex8_rep ,Ex8_coments ,Ex9_name ,Ex9_rep ,Ex9_coments 
,,,,,,,,,,,,,,,,,,,7,,shpagat,14,,bird position,15,,,0,
,,,,,,,,,,,,,,,,,,,9,,y trx,6,,vi-aps,8,,,0,
,,,,,,,,,,,,,,,,,,,6,,holo,15,,butchters bloks,9,,,0,
,,,,,,,,,,,,,,,,,,,11,,shpagat,7,,bird position,15,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,15,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,12,,holo,6,,butchters bloks,15,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,8,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,13,,y trx,13,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,10,,holo,15,,butchters bloks,15,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,6,,bird position,12,,,0,
,,,,,,,,,,,,,,,,,,,11,,y trx,10,,vi-aps,9,,,0,
,,,,,,,,,,,,,,,,,,,8,,holo,9,,butchters bloks,14,,,0,
,,,,,,,,,,,,,,,,,,,13,,shpagat,10,,bird position,10,,,0,
,,,,,,,,,,,,,,,,,,,6,,y trx,11,,vi-aps,10,,,0,
,,,,,,,,,,,,,,,,,,,12,,holo,14,,butchters bloks,9,,,0,
,,,,,,,,,,,,,,,,,,,8,,shpagat,15,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,15,,y trx,7,,vi-aps,7,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,12,,butchters bloks,10,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,12,,bird position,6,,,0,
,,,,,,,,,,,,,,,,,,,7,,y trx,8,,vi-aps,13,,,0,
,,,,,,,,,,,,,,,,,,,14,,holo,7,,butchters bloks,13,,,0,
,,,,,,,,,,,,,,,,,,,11,,shpagat,12,,bird position,8,,,0,
,,,,,,,,,,,,,,,,,,,15,,y trx,7,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,12,,holo,6,,butchters bloks,14,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,10,,bird position,9,,,0,
,,,,,,,,,,,,,,,,,,,11,,y trx,15,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,10,,holo,6,,butchters bloks,7,,,0,
,,,,,,,,,,,,,,,,,,,15,,shpagat,13,,bird position,14,,,0,
,,,,,,,,,,,,,,,,,,,8,,y trx,7,,vi-aps,10,,,0,
,,,,,,,,,,,,,,,,,,,8,,holo,9,,butchters bloks,9,,,0,
,,,,,,,,,,,,,,,,,,,15,,shpagat,15,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,6,,y trx,8,,vi-aps,9,,,0,
,,,,,,,,,,,,,,,,,,,14,,holo,15,,butchters bloks,12,,,0,
,,,,,,,,,,,,,,,,,,,11,,shpagat,7,,bird position,9,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,15,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,14,,holo,9,,butchters bloks,7,,,0,
,,,,,,,,,,,,,,,,,,,13,,shpagat,8,,bird position,15,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,15,,vi-aps,13,,,0,
,,,,,,,,,,,,,,,,,,,15,,holo,6,,butchters bloks,6,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,6,,bird position,13,,,0,
,,,,,,,,,,,,,,,,,,,13,,y trx,12,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,15,,holo,7,,butchters bloks,8,,,0,
,,,,,,,,,,,,,,,,,,,13,,shpagat,7,,bird position,14,,,0,
,,,,,,,,,,,,,,,,,,,9,,y trx,10,,vi-aps,14,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,12,,butchters bloks,14,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,13,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,8,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,6,,holo,13,,butchters bloks,6,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,14,,bird position,15,,,0,
,,,,,,,,,,,,,,,,,,,8,,y trx,13,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,7,,holo,8,,butchters bloks,6,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,10,,bird position,9,,,0,
,,,,,,,,,,,,,,,,,,,14,,y trx,12,,vi-aps,12,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,13,,butchters bloks,7,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,13,,bird position,8,,,0,
,,,,,,,,,,,,,,,,,,,8,,y trx,9,,vi-aps,9,,,0,
,,,,,,,,,,,,,,,,,,,15,,holo,6,,butchters bloks,11,,,0,
,,,,,,,,,,,,,,,,,,,12,,shpagat,14,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,12,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,6,,butchters bloks,14,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,11,,bird position,6,,,0,
,,,,,,,,,,,,,,,,,,,9,,y trx,9,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,12,,holo,10,,butchters bloks,8,,,0,
,,,,,,,,,,,,,,,,,,,8,,shpagat,8,,bird position,6,,,0,
,,,,,,,,,,,,,,,,,,,8,,y trx,13,,vi-aps,7,,,0,
,,,,,,,,,,,,,,,,,,,12,,holo,6,,butchters bloks,11,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,11,,bird position,13,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,15,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,13,,holo,10,,butchters bloks,10,,,0,
,,,,,,,,,,,,,,,,,,,8,,shpagat,15,,bird position,9,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,10,,vi-aps,10,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,6,,butchters bloks,15,,,0,
,,,,,,,,,,,,,,,,,,,10,,shpagat,10,,bird position,15,,,0,
,,,,,,,,,,,,,,,,,,,7,,y trx,6,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,10,,butchters bloks,11,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,11,,bird position,12,,,0,
,,,,,,,,,,,,,,,,,,,9,,y trx,8,,vi-aps,13,,,0,
,,,,,,,,,,,,,,,,,,,7,,holo,10,,butchters bloks,9,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,13,,bird position,11,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,13,,vi-aps,9,,,0,
,,,,,,,,,,,,,,,,,,,14,,holo,14,,butchters bloks,15,,,0,
,,,,,,,,,,,,,,,,,,,11,,shpagat,11,,bird position,6,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,8,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,10,,holo,9,,butchters bloks,10,,,0,
,,,,,,,,,,,,,,,,,,,8,,shpagat,14,,bird position,14,,,0,
,,,,,,,,,,,,,,,,,,,11,,y trx,8,,vi-aps,12,,,0,
,,,,,,,,,,,,,,,,,,,13,,holo,9,,butchters bloks,15,,,0,
,,,,,,,,,,,,,,,,,,,10,,shpagat,11,,bird position,9,,,0,
,,,,,,,,,,,,,,,,,,,15,,y trx,13,,vi-aps,10,,,0,
,,,,,,,,,,,,,,,,,,,10,,holo,14,,butchters bloks,7,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,10,,bird position,6,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,6,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,7,,butchters bloks,8,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,12,,bird position,8,,,0,
,,,,,,,,,,,,,,,,,,,15,,y trx,10,,vi-aps,9,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,6,,butchters bloks,11,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,7,,bird position,6,,,0,
,,,,,,,,,,,,,,,,,,,7,,y trx,13,,vi-aps,7,,,0,
,,,,,,,,,,,,,,,,,,,14,,holo,14,,butchters bloks,8,,,0,
,,,,,,,,,,,,,,,,,,,10,,shpagat,10,,bird position,11,,,0,
,,,,,,,,,,,,,,,,,,,13,,y trx,13,,vi-aps,6,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,10,,butchters bloks,13,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,6,,bird position,10,,,0,
,,,,,,,,,,,,,,,,,,,9,,y trx,7,,vi-aps,7,,,0,
,,,,,,,,,,,,,,,,,,,12,,holo,7,,butchters bloks,8,,,0,
,,,,,,,,,,,,,,,,,,,9,,shpagat,11,,bird position,8,,,0,
,,,,,,,,,,,,,,,,,,,6,,y trx,15,,vi-aps,8,,,0,
,,,,,,,,,,,,,,,,,,,8,,holo,13,,butchters bloks,14,,,0,
,,,,,,,,,,,,,,,,,,,11,,shpagat,14,,bird position,9,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,6,,vi-aps,7,,,0,
,,,,,,,,,,,,,,,,,,,15,,holo,7,,butchters bloks,6,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,9,,bird position,10,,,0,
,,,,,,,,,,,,,,,,,,,6,,y trx,11,,vi-aps,10,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,13,,butchters bloks,10,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,12,,bird position,12,,,0,
,,,,,,,,,,,,,,,,,,,15,,y trx,15,,vi-aps,8,,,0,
,,,,,,,,,,,,,,,,,,,7,,holo,6,,butchters bloks,10,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,13,,bird position,12,,,0,
,,,,,,,,,,,,,,,,,,,7,,y trx,12,,vi-aps,7,,,0,
,,,,,,,,,,,,,,,,,,,7,,holo,9,,butchters bloks,9,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,7,,bird position,12,,,0,
,,,,,,,,,,,,,,,,,,,6,,y trx,8,,vi-aps,8,,,0,
,,,,,,,,,,,,,,,,,,,10,,holo,15,,butchters bloks,11,,,0,
,,,,,,,,,,,,,,,,,,,9,,shpagat,6,,bird position,8,,,0,
,,,,,,,,,,,,,,,,,,,13,,y trx,12,,vi-aps,14,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,15,,butchters bloks,10,,,0,
,,,,,,,,,,,,,,,,,,,11,,shpagat,7,,bird position,8,,,0,
,,,,,,,,,,,,,,,,,,,15,,y trx,15,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,7,,butchters bloks,12,,,0,
,,,,,,,,,,,,,,,,,,,13,,shpagat,7,,bird position,10,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,10,,vi-aps,7,,,0,
,,,,,,,,,,,,,,,,,,,10,,holo,8,,butchters bloks,12,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,6,,bird position,14,,,0,
,,,,,,,,,,,,,,,,,,,8,,y trx,11,,vi-aps,8,,,0,
,,,,,,,,,,,,,,,,,,,6,,holo,11,,butchters bloks,11,,,0,
,,,,,,,,,,,,,,,,,,,12,,shpagat,13,,bird position,6,,,0,
,,,,,,,,,,,,,,,,,,,15,,y trx,6,,vi-aps,14,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,6,,butchters bloks,14,,,0,
,,,,,,,,,,,,,,,,,,,8,,shpagat,14,,bird position,12,,,0,
,,,,,,,,,,,,,,,,,,,13,,y trx,14,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,13,,holo,12,,butchters bloks,12,,,0,
,,,,,,,,,,,,,,,,,,,15,,shpagat,10,,bird position,8,,,0,
,,,,,,,,,,,,,,,,,,,15,,y trx,9,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,10,,butchters bloks,7,,,0,
,,,,,,,,,,,,,,,,,,,13,,shpagat,14,,bird position,6,,,0,
,,,,,,,,,,,,,,,,,,,7,,y trx,11,,vi-aps,9,,,0,
,,,,,,,,,,,,,,,,,,,9,,holo,8,,butchters bloks,10,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,11,,bird position,13,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,7,,vi-aps,7,,,0,
,,,,,,,,,,,,,,,,,,,15,,holo,11,,butchters bloks,8,,,0,
,,,,,,,,,,,,,,,,,,,10,,shpagat,11,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,11,,y trx,15,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,13,,holo,14,,butchters bloks,11,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,8,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,6,,y trx,12,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,15,,holo,8,,butchters bloks,6,,,0,
,,,,,,,,,,,,,,,,,,,9,,shpagat,12,,bird position,11,,,0,
,,,,,,,,,,,,,,,,,,,15,,y trx,10,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,8,,holo,8,,butchters bloks,9,,,0,
,,,,,,,,,,,,,,,,,,,12,,shpagat,14,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,14,,vi-aps,10,,,0,
,,,,,,,,,,,,,,,,,,,7,,holo,6,,butchters bloks,6,,,0,
,,,,,,,,,,,,,,,,,,,15,,shpagat,12,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,9,,y trx,10,,vi-aps,9,,,0,
,,,,,,,,,,,,,,,,,,,8,,holo,8,,butchters bloks,7,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,11,,bird position,9,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,11,,vi-aps,13,,,0,
,,,,,,,,,,,,,,,,,,,12,,holo,6,,butchters bloks,7,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,10,,bird position,6,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,10,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,9,,butchters bloks,12,,,0,
,,,,,,,,,,,,,,,,,,,7,,shpagat,6,,bird position,8,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,11,,vi-aps,6,,,0,
,,,,,,,,,,,,,,,,,,,8,,holo,10,,butchters bloks,7,,,0,
,,,,,,,,,,,,,,,,,,,12,,shpagat,12,,bird position,15,,,0,
,,,,,,,,,,,,,,,,,,,11,,y trx,8,,vi-aps,14,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,12,,butchters bloks,6,,,0,
,,,,,,,,,,,,,,,,,,,9,,shpagat,14,,bird position,9,,,0,
,,,,,,,,,,,,,,,,,,,13,,y trx,12,,vi-aps,11,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,12,,butchters bloks,14,,,0,
,,,,,,,,,,,,,,,,,,,12,,shpagat,13,,bird position,13,,,0,
,,,,,,,,,,,,,,,,,,,12,,y trx,6,,vi-aps,13,,,0,
,,,,,,,,,,,,,,,,,,,14,,holo,15,,butchters bloks,15,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,15,,bird position,11,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,12,,vi-aps,6,,,0,
,,,,,,,,,,,,,,,,,,,6,,holo,8,,butchters bloks,13,,,0,
,,,,,,,,,,,,,,,,,,,11,,shpagat,11,,bird position,14,,,0,
,,,,,,,,,,,,,,,,,,,13,,y trx,9,,vi-aps,13,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,10,,butchters bloks,10,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,6,,bird position,15,,,0,
,,,,,,,,,,,,,,,,,,,14,,y trx,12,,vi-aps,9,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,14,,butchters bloks,14,,,0,
,,,,,,,,,,,,,,,,,,,6,,shpagat,7,,bird position,8,,,0,
,,,,,,,,,,,,,,,,,,,10,,y trx,10,,vi-aps,15,,,0,
,,,,,,,,,,,,,,,,,,,11,,holo,9,,butchters bloks,13,,,0,
,,,,,,,,,,,,,,,,,,,12,,shpagat,11,,bird position,11,,,0,
,,,,,,,,,,,,,,,,,,,11,,y trx,11,,vi-aps,10,,,0,
,,,,,,,,,,,,,,,,,,,8,,holo,9,,butchters bloks,9,,,0,
,,,,,,,,,,,,,,,,,,,14,,shpagat,12,,bird position,7,,,0,
,,,,,,,,,,,,,,,,,,,11,,y trx,14,,vi-aps,13,,,0,
,,,,,,,,,,,,,,,,,,,13,,holo,11,,butchters bloks,12,,,0,
