Year,Month ,Week ,Ex1_name ,Ex1_rep ,Ex1_coments ,Ex2_name ,Ex2_rep ,Ex2_coments ,Ex3_name ,Ex3_rep ,Ex3_coments ,Ex4_name ,Ex4_rep ,Ex4_coments ,Ex5_name ,Ex5_rep ,Ex5_coments ,Ex6_name ,Ex6_rep ,Ex6_coments ,Ex7_name ,Ex7_rep ,Ex7_coments ,Ex8_name ,Ex8_rep ,Ex8_coments ,Ex9_name ,Ex9_rep ,Ex9_coments 
2022,8,4,Squat,14,pause ,pullupps,6,tempo,lunch,8,tempo,shoulder press,12,tempo,plank,14,tempo,air squat,14,tempo,half berpi,12,tempo,one-leg-squat,8,tempo,shulder bend,7,pause 
2022,9,1,Squat,10,tempo,pullupps,14,max weigth,paluf press,15,max weigth,high lunch,13,max weigth,feet touch,12,max weigth,bycicle,10,max weigth,holo,12,max weigth,squat,11,max weigth,plank ,11,tempo
2022,9,2,Squat,12,max weigth,pullupps,9,second round - tempo,pake,9,second round - tempo,side plank,14,second round - tempo,jumping jacks,12,second round - tempo,holo,9,second round - tempo,gefresson carls,8,second round - tempo,ladder plank,13,second round - tempo,suitcase walk,13,max weigth
2022,9,3,Squat,8,second round - tempo,pullupps,14,pause ,overhead,12,pause ,box jump,7,pause ,shoulder press,7,pause ,holo kurl upp,10,pause ,side-plank,15,pause ,mini squat,7,pause ,albo push,8,second round - tempo
2022,9,4,Squat,7,,pullupps,6,tempo,pushpress,6,tempo,static lunch,15,tempo,width lunch,15,tempo,box jump,14,tempo,farmer walk,10,tempo,one-leg-squat,12,tempo,hipp push,13,
2022,10,1,Squat,15,,pullupps,8,max weigth,shulder press,11,max weigth,shoulder press,10,max weigth,plank,7,max weigth,air squat,7,max weigth,half berpi,15,max weigth,squat,9,max weigth,shulder bend,12,
2022,10,2,Squat,11,pause ,pullupps,13,second round - tempo,lunch,7,second round - tempo,high lunch,9,second round - tempo,feet touch,15,second round - tempo,bycicle,14,second round - tempo,holo,7,second round - tempo,ladder plank,12,second round - tempo,plank ,9,pause 
2022,10,3,Squat,15,tempo,pullupps,7,pause ,paluf press,12,pause ,side plank,10,pause ,jumping jacks,6,pause ,holo,12,pause ,gefresson carls,7,pause ,mini squat,11,pause ,suitcase walk,14,tempo
2022,10,4,Squat,12,max weigth,pullupps,9,tempo,pake,9,tempo,box jump,6,tempo,shoulder press,7,tempo,holo kurl upp,10,tempo,side-plank,9,tempo,one-leg-squat,12,tempo,albo push,6,max weigth
2022,11,1,Squat,12,second round - tempo,pullupps,10,max weigth,overhead,15,max weigth,static lunch,12,max weigth,width lunch,8,max weigth,box jump,13,max weigth,farmer walk,13,max weigth,squat,6,max weigth,hipp push,12,second round - tempo
2022,11,2,Squat,14,,pullupps,15,second round - tempo,pushpress,15,second round - tempo,shoulder press,12,second round - tempo,plank,10,second round - tempo,air squat,12,second round - tempo,half berpi,13,second round - tempo,ladder plank,13,second round - tempo,shulder bend,8,
2022,11,3,Squat,6,,pullupps,7,pause ,shulder press,15,pause ,high lunch,9,pause ,feet touch,8,pause ,bycicle,10,pause ,holo,9,pause ,mini squat,15,pause ,plank ,7,
2022,11,4,Squat,14,pause ,pullupps,7,tempo,lunch,7,tempo,side plank,6,tempo,jumping jacks,8,tempo,holo,6,tempo,gefresson carls,9,tempo,one-leg-squat,6,tempo,suitcase walk,6,pause 
2022,12,1,Squat,12,tempo,pullupps,13,max weigth,paluf press,11,max weigth,box jump,13,max weigth,shoulder press,13,max weigth,holo kurl upp,13,max weigth,side-plank,7,max weigth,squat,14,max weigth,albo push,13,tempo
2022,12,2,Squat,8,max weigth,pullupps,11,second round - tempo,pake,11,second round - tempo,static lunch,14,second round - tempo,width lunch,6,second round - tempo,box jump,10,second round - tempo,farmer walk,8,second round - tempo,ladder plank,9,second round - tempo,hipp push,15,max weigth
2022,12,3,Squat,12,second round - tempo,pullupps,14,pause ,overhead,8,pause ,shoulder press,12,pause ,plank,11,pause ,air squat,9,pause ,half berpi,13,pause ,mini squat,15,pause ,shulder bend,11,second round - tempo
2022,12,4,Squat,12,,pullupps,8,tempo,pushpress,14,tempo,high lunch,12,tempo,feet touch,14,tempo,bycicle,15,tempo,holo,14,tempo,one-leg-squat,12,tempo,plank ,13,
